CATÁLOGO DE 2.000 TÉCNICAS Y METODOLOGÍAS
PARTE 2 — ENTRADAS 701 A 1350
Formato: TIPO, SECTOR, ENFOQUE > NÚMERO > NOMBRE > DESCRIPCIÓN
Nota: las entradas marcadas como APLICACIÓN METODOLÓGICA son adaptaciones sectoriales explícitas, no métodos canónicos nuevos.

TÉCNICA EXPERIMENTAL, FÍSICA, QUÍMICA Y MATERIALES, MEDICIÓN Y CARACTERIZACIÓN > 701 > Espectroscopía de absorción > Mide atenuación de radiación para identificar transiciones.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1292 > Reflectometría de rayos X aplicado a física experimental para diagnóstico > Adapta Reflectometría de rayos X a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1293 > Tomografía de rayos X aplicado a física experimental para diagnóstico > Adapta Tomografía de rayos X a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1294 > Micro-CT aplicado a física experimental para diagnóstico > Adapta Micro-CT a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1295 > Difracción de neutrones aplicado a física experimental para diagnóstico > Adapta Difracción de neutrones a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1296 > Reflectometría de neutrones aplicado a física experimental para diagnóstico > Adapta Reflectometría de neutrones a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1297 > SANS aplicado a física experimental para diagnóstico > Adapta SANS a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1298 > Difracción de electrones aplicado a física experimental para diagnóstico > Adapta Difracción de electrones a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1299 > LEED aplicado a física experimental para diagnóstico > Adapta LEED a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1300 > RHEED aplicado a física experimental para diagnóstico > Adapta RHEED a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1301 > Microscopía de campo claro aplicado a física experimental para diagnóstico > Adapta Microscopía de campo claro a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1302 > Contraste de fases aplicado a física experimental para diagnóstico > Adapta Contraste de fases a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1303 > DIC aplicado a física experimental para diagnóstico > Adapta DIC a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1304 > Microscopía de fluorescencia aplicado a física experimental para diagnóstico > Adapta Microscopía de fluorescencia a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1305 > Microscopía confocal aplicado a física experimental para diagnóstico > Adapta Microscopía confocal a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1306 > Microscopía multiphoton aplicado a física experimental para diagnóstico > Adapta Microscopía multiphoton a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1307 > STED aplicado a física experimental para diagnóstico > Adapta STED a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1308 > PALM aplicado a física experimental para diagnóstico > Adapta PALM a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1309 > STORM aplicado a física experimental para diagnóstico > Adapta STORM a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1310 > SEM aplicado a física experimental para diagnóstico > Adapta SEM a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1311 > TEM aplicado a física experimental para diagnóstico > Adapta TEM a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1312 > STEM aplicado a física experimental para diagnóstico > Adapta STEM a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1313 > Cryo-EM aplicado a física experimental para diagnóstico > Adapta Cryo-EM a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1314 > Cryo-electron tomography aplicado a física experimental para diagnóstico > Adapta Cryo-electron tomography a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1315 > AFM aplicado a física experimental para diagnóstico > Adapta AFM a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1316 > AFM de contacto aplicado a física experimental para diagnóstico > Adapta AFM de contacto a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1317 > AFM tapping aplicado a física experimental para diagnóstico > Adapta AFM tapping a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1318 > Kelvin Probe Force Microscopy aplicado a física experimental para diagnóstico > Adapta Kelvin Probe Force Microscopy a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1319 > Magnetic Force Microscopy aplicado a física experimental para diagnóstico > Adapta Magnetic Force Microscopy a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1320 > Scanning Tunneling Microscopy aplicado a física experimental para diagnóstico > Adapta Scanning Tunneling Microscopy a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1321 > Profilometría de contacto aplicado a física experimental para diagnóstico > Adapta Profilometría de contacto a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1322 > Profilometría óptica aplicado a física experimental para diagnóstico > Adapta Profilometría óptica a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1323 > Interferometría de luz blanca aplicado a física experimental para diagnóstico > Adapta Interferometría de luz blanca a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1324 > Elipsometría aplicado a física experimental para diagnóstico > Adapta Elipsometría a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1325 > Refractometría aplicado a física experimental para diagnóstico > Adapta Refractometría a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1326 > Polarimetría aplicado a física experimental para diagnóstico > Adapta Polarimetría a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1327 > Interferometría Michelson aplicado a física experimental para diagnóstico > Adapta Interferometría Michelson a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1328 > Interferometría Mach-Zehnder aplicado a física experimental para diagnóstico > Adapta Interferometría Mach-Zehnder a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1329 > Interferometría Fabry-Pérot aplicado a física experimental para diagnóstico > Adapta Interferometría Fabry-Pérot a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1330 > Holografía digital aplicado a física experimental para diagnóstico > Adapta Holografía digital a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1331 > Digital Image Correlation aplicado a física experimental para diagnóstico > Adapta Digital Image Correlation a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1332 > Particle Image Velocimetry aplicado a física experimental para diagnóstico > Adapta Particle Image Velocimetry a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1333 > Laser Doppler Velocimetry aplicado a física experimental para diagnóstico > Adapta Laser Doppler Velocimetry a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1334 > Hot-Wire Anemometry aplicado a física experimental para diagnóstico > Adapta Hot-Wire Anemometry a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1335 > Pitot Tube Measurement aplicado a física experimental para diagnóstico > Adapta Pitot Tube Measurement a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1336 > Schlieren Imaging aplicado a física experimental para diagnóstico > Adapta Schlieren Imaging a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1337 > Shadowgraphy aplicado a física experimental para diagnóstico > Adapta Shadowgraphy a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1338 > Planar Laser-Induced Fluorescence aplicado a física experimental para diagnóstico > Adapta Planar Laser-Induced Fluorescence a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1339 > LIBS aplicado a física experimental para diagnóstico > Adapta LIBS a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1340 > Laser Flash Analysis aplicado a física experimental para diagnóstico > Adapta Laser Flash Analysis a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1341 > Differential Scanning Calorimetry aplicado a física experimental para diagnóstico > Adapta Differential Scanning Calorimetry a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1342 > Thermogravimetric Analysis aplicado a física experimental para diagnóstico > Adapta Thermogravimetric Analysis a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1343 > Dynamic Mechanical Analysis aplicado a física experimental para diagnóstico > Adapta Dynamic Mechanical Analysis a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1344 > Thermomechanical Analysis aplicado a física experimental para diagnóstico > Adapta Thermomechanical Analysis a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1345 > Dilatometry aplicado a física experimental para diagnóstico > Adapta Dilatometry a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1346 > Isothermal Titration Calorimetry aplicado a física experimental para diagnóstico > Adapta Isothermal Titration Calorimetry a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1347 > Bomb Calorimetry aplicado a física experimental para diagnóstico > Adapta Bomb Calorimetry a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1348 > Transient Hot Wire aplicado a física experimental para diagnóstico > Adapta Transient Hot Wire a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1349 > 3-Omega Method aplicado a física experimental para diagnóstico > Adapta 3-Omega Method a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
APLICACIÓN METODOLÓGICA, FÍSICA EXPERIMENTAL, MEDICIÓN Y CARACTERIZACIÓN > 1350 > Guarded Hot Plate aplicado a física experimental para diagnóstico > Adapta Guarded Hot Plate a medición, instrumentación y análisis de señales para delimitar el problema, establecer una línea base y priorizar hipótesis, definiendo métricas, responsables y criterios de verificación.
